britney spears,don't let me be the last to know,my friends say youre so into me & and that you need me desperately & they say you say were so complete & but i need to hear it straight from you & if you want me to believe its true & ive been waiting for so long it hurts & i want to hear you say the words please & chorus & dont dont let me be the last to know & dont hold back just let it go & i need to hear you say & you need me all the way & oh if you love me so & dont let me be the last to know & ooh & your body language says so much & yeah i feel it in the way you touch & but til you say the words its not enough & come on and tell me youre in love please & chorus & come on baby come on darling ooh yeah & come on let me be the one & come on now oh yeah & i need to hear you say & you love me all the way & and i dont want to wait another day & i want to feel the way you feel & oh come on & dont just let me be the one & dont hold back just let it go & i need to hear you say & you need me all the way & so baby if you love me & dont let me be the last to know & britney spears &,you drive me crazy,baby i'm so into you & you've got that something what can i do & baby you spin me around oh & the earth is movin' but i can't feel the ground & every time you look at me & my heart is jumpin' it's easy to see & loving you means so much more & more than anything i ever felt before & [chorus] & you drive me crazy & i just can't sleep & i'm so excited i'm in too deep & crazy but it feels alright & baby thinkin' of you keeps me up all night & tell me you're so into me & that i'm the only one you will see & tell me i'm not in the blue oh & that i'm not wastin' & my feelins on you & loving you means so much more & more than anything i ever felt before & chorus & crazy i just can't sleep & i'm so excited i'm in too deep & crazy but it feels alright & every day and every night & chorus &,,
andy kim,rock me gently,aint it good & aint it right & that you are with me here tonight & the music playing & our bodies swayin in time & in time in time in time & touching you so warm and tender & lord i feel such a sweet surrender & beautiful is the dream that makes you mine & mmm & rock me gently & rock me slowly & take it easy & dont you know & that i have never been loved like this before & baby baby & rock me gently & rock me slowly & take it easy & dont you know & that i have never been loved like this before & oh my darling & oh my baby & you got the moves that drive me crazy & and on your face i see a trace of love & of love of love of love & come hold me close & dont let me go & i need you honey & i love you so & you were made for me by the stars above & oh rock me gently & rock me slowly & take it easy & dont you know & that i have never been loved like this before & and baby baby & rock me gently & rock me slowly & take it easy & dont you know & that i have never been loved like this before & rock me gently & rock me slowly & take it easy & dont you know & that i have never been loved like this before & aint it good & aint it right & that you are with me here tonight & rock me gently & rock me slowly & take it easy & dont you know & that i have never been loved like this before & baby baby & rock me gently & rock me slowly & take it easy & dont you know & that i have never been loved like this before &,,,,
andy kim,baby i love you,have i ever told you & how good it feels to hold you & it isnt easy to explain & and though im merely trying & i think i may start crying & my heart cant wait another day & when you touch me i just got to say & baby i love you & baby i love you & baby i love you & come on baby na na na na na & come on baby na na na na na & i cant live without you & i love everything about you & i cant help it if i feel this way & and im so glad i found you & i want my arms around you & i want to hear you call my name & tell me baby that you feel the same & baby i love you & baby i love you & baby i love you & come on baby na na na na na & come on baby na na na na na & my heart cant wait another day & when you touch me i just got to say & baby i love you & baby i love you & baby i love you & come on baby na na na na na & come on baby na na na na na & baby i love you & baby i love you & baby i love you & come on baby na na na na na & come on baby na na na na na &,,,,
george michael,father figure,thats all i wanted & something special something sacred & in your eyes & for just one moment & to be bold and naked & at your side & sometimes i think that youll never & understand me & maybe this time is forever & say it can be whoh & thats all you wanted & something special someone sacred & in your life & just for one moment & to be warm and naked & at my side & sometimes i think that youll never & understand me & but something tells me together & wed be happy oh oh & (baby) & i will be your father figure & (oh baby) & put your tiny hand in mine & (id love to) & i will be your preacher teacher & (be your daddy) & anything you have in mind & (it would make me) & i will be your father figure & (very happy) & i have had enough of crime & (please let me) & i will be the one who loves you & til the end of time & thats all i wanted & but sometimes love can be mistaken & for a crime & thats all i wanted & just to see my babys & blue eyes shine & this time i think that my lover & understands me & if we have faith in each other & then we can be & strong baby & i will be your father figure & put your tiny hand in mine & i will be your preacher teacher & anything you have in mind & i will be your father figure & i have had enough of crime & i will be the one who loves you & til the end of time & if you are the desert & ill be the sea & if you ever hunger & hunger for me & whatever you ask for & thats what ill be & so when you remember the ones who have lied & who said that they cared & but then laughed as you cried & beautiful darling & dont think of me & because all i ever wanted & its in your eyes baby & and love cant lie no & (greet me with the eyes of a child) & my love is always tellin me so & (heaven is a kiss and a smile) & just hold on hold on & i wont let you go my baby & i will be your father figure & put your tiny hand in mine & i will be your preacher teacher & anything you have in mind baby & i will be your father figure & i have had enough of crime & (so i am gonna love you) & til the end of time & i will be your father & i will be your preacher & i will be your daddy whoa & i will be the one who loves you til the end of time &,,,,
george michael,freedom,everyday i hear a different story & people saying that youre no good for me & saw your lover with another and shes making a fool of you & if you loved me baby youd deny it & but you laugh and tell me i should try it & tell me im a baby and i dont understand & but you know that ill forgive you & just this once twice forever & cause baby you could drag me to hell and back & just as long as were together & and you do & i dont want your freedom & i dont want to play around & i dont want nobody baby & part time love just brings me down & i dont need your freedom & girl all i want right now is you & like a prisoner who has his own key & but i cant escape until you love me & i just go from day to day knowing all about the other boys & you take my hand and tell me im a fool to give you all that i do & i bet you someday baby someone says the same to you & but you know that ill forgive you & just this once twice forever & cause baby you could drag me to hell and back & just as long as were together & and you do & i dont want your freedom & i dont want to play around & i dont want nobody baby & part time love just brings me down & i dont want your freedom & girl all i want right now is you & (hug me baby hug me baby) & (hug me baby hug me baby) & but you know that ill forgive you & just this once twice forever & cause baby you could drag me to hell and back & just as long as were together & and you do & i dont want your freedom & i dont need to play around & i dont want nobody baby & part time love just brings me down & i dont want your freedom & i dont want to play around & i dont want nobody baby & part time love just brings me down & (i dont want your) &,,,,
george michael,one more try,ive had enough of danger & and people on the streets & im looking out for angels & just trying to find some peace & now i think its time & that you let me know & so if you love me & say you love me & but if you dont just let me go & cause teacher & there are things that i dont want to learn & and the last one i had & made me cry & so i dont want to learn to & hold you touch you & think that youre mine & because it aint no joy & for an uptown boy & whose teacher has told him goodbye goodbye goodbye & when you were just a stranger & and i was at your feet & i didnt feel the danger & now i feel the heat & that look in your eyes & telling me no & so you think that you love me & know that you need me & i wrote the song i know its wrong & just let me go & and teacher & there are things & that i dont want to learn & oh the last one i had & made me cry & so i dont want to learn to & hold you touch you & think that youre mine & because it aint no joy & for an uptown boy & whose teacher has told him goodbye goodbye goodbye & so when you say that you need me & that youll never leave me & i know youre wrong youre not that strong & let me go & and teacher & there are things & that i still have to learn & but the one thing i have is my pride & oh so i dont want to learn to & hold you touch you & think that youre mine & because there aint no joy & for an uptown boy & who just isnt willing to try & im so cold & inside & maybe just one more try &,,,,
george michael,faith,well i guess it would be nice & if i could touch your body & i know not everybody & has got a body like you uhh & but ive got to think twice & before i give my heart away & and i know all the games you play & because i play them too & oh but i & need some time off from that emotion & time to pick my heart up off the floor & oh when that love comes down & without devotion & well it takes a strong man baby & but im showing you the door & cause i gotta have faith & i gotta faith & because i gotta to have faith faith & i gotta to have faith faith faith & baby & i know youre asking me to stay & say please please please dont go away & you say im giving you the blues & maybe & you mean every word you say & cant help but think of yesterday & and another who tied me down to lover boy rules & before this river & becomes an ocean & before you throw my heart back on the floor & oh baby i reconsider & my foolish notion & well i need someone to hold me & but i wait for something more & yes ive gotta have faith & unh i gotta faith & because i gotta to have faith faith faith & i gotta to have faith faith faith & i just got to wait & because i got to have faith & i gotta have faith & i gotta gotta gotta have faith & before this river & becomes an ocean & before you throw my heart back on the floor & oh baby i reconsider & my foolish notion & well i need someone to hold me & but i wait for something more & cause ive gotta have faith & unh i gotta faith & because i gotta to have faith faith faith & i gotta to have faith faith faith &,,,,
the doors,roadhouse blues,yeah keep your eyes on the road your hands upon the wheel & keep your eyes on the road your hands upon the wheel & down in the roadhouse were gonna have a real a good time & yeah at the back at the roadhouse they got some bungalows & yeah at the back at the roadhouse they got some bungalows & and thats for the people who like to go down slow & let it roll baby roll & let it roll baby roll & let it roll baby roll & let it roll all night long & do it robbie do it & you gotta roll roll roll & you gotta thrill my soul all right & roll roll roll roll and thrill my soul & you gotta beep a gunk a chucha & honk konk konk & you gotta each you puna & each ya bop a luba & each yall bump a kechonk & ease sum konk ya ride & ashen lady ashen lady & give up your vows give up your vows & save our city save our city & right now & well i woke up this morning and i got myself a beer & well i woke up this morning and i got myself a beer & the futures uncertain and the end is always near & let it roll baby roll & let it roll baby roll & let it roll baby roll & let it roll all night long &,,,,
fiona apple,criminal,ive been a bad bad girl & ive been careless with a delicate man & and its a sad sad world & when a girl will break a boy just because she can & dont you tell me to deny it & ive done wrong and i want to suffer for my sins & ive come to you cause i need guidance to be true & and i just dont know where i can begin & what i need is a good defense & cause im feeling like a criminal & and i need to be redeemed & to the one ive sinned against & because hes all i ever knew of love & heaven help me for the way i am & save me from these evil deeds before i get them done & i know tomorrow brings the consequence at hand & but i keep living this day like the next will never come & oh help me but dont tell me to deny it & ive got to cleanse myself of all these lies till im good enough for him & ive got a lot to lose and im bettin high so im begging you & before it ends just tell me where to begin & what i need is a good defense & cause im feeling like a criminal & and i need to be redeemed & to the one ive sinned against & because hes all i ever knew of love & let me know the way & before theres hell to pay & give me room to lay the law and let me go & ive got to make a play & to make my lover stay & so what would an angel say the devil wants to know & what i need is a good defense & cause im feeling like a criminal & and i need to be redeemed & to the one ive sinned against & because hes all i ever knew of love & what i need is a good defense & cause im feeling like a criminal & and i need to be redeemed & to the one ive sinned against & because hes all i ever knew of love &,,,,
carly simon,no secrets,(carly simon) & we have no secrets & we tell each other everything & about the lovers in the past & and why they didnt last & we share a cast of characters from a to z & we know each others fantasies & and though we know each other better when we explore & sometimes i wish & often i wish & that i never knew some of those secrets of yours & the water was cold & the beach was empty but for one & now you were lying in the sun & wanting and needing noone & then some child came you never asked for her to come & she drank a pint of your rum & and later when you told me & you said she was a bore & sometimes i wish & often i wish & that i never knew some of those secrets of yours & in the name of honesty in the name of what is fair & you always answer my questions & but they dont always answer my prayers & and though i know you say that its me that you adore & sometimes i wish & often i wish & that i never never never knew & some of those secrets of yours & some of those secrets of yours & some of those secrets of yours & we have no secrets & telling each other most everything now &,,,,
carly simon,attitude dancing,theres a new kind of dancing & thats going to be the rage & you just leave yourself behind & like an actor on a stage & cop a different pose & from the pose youre in & shine a different attitude & from underneath your skin & attitude dancing & strut around the floor in a new attitude & attitude dancing & any attitude is the proper attitude & attitude dancing & dont be afraid to change your attitude & attitude dancing & free up your spirit with a new attitude & it dont even matter & if you stretch or shake & and it dont really matter & what moves your body makes & and it dont really matter & what steps you choose to do & only one thing matters & thats your attitude & your attitude attitude dancing & attitude dancing & strut around the floor in a new attitude & attitude dancing & learn to move in another attitude & attitude dancing & find the groove in a new attitude & attitude dancing & dont be afraid of a new attitude & it dont really matter & what steps you choose to do & the only thing that matters & is your attitude & your attitude attitude dancing & strut around the floor in a new attitude & do the locomotion in a new attitude & do the mashed potato in a new attitude & do the hully gully in a new attitude & find a role you like & capture it and freeze & then turn it around & a hundred and eighty degrees & or if youre at a loss & observe some natural dude & and turn into a mirror of his attitude & attitude attitude attitude & dancing &,,,,
carly simon,half a chance,you said wed light the firmament & you said our love was permanent & you said wed stick through thick and thin & through up and down through lose and win & but comes the first sign of stormy weather & youre packin your bags in the trance & but you gotta give & half a chance & half a chance & half a chance & to our romance & you cant pretend its camelot & then start to run when things get hot & when love explodes theres always heat & theres always bitter with the sweet & theres always times when your legs feel broken & but you still dont drop out of the dance & you gotta give & half a chance & half a chance & half a chance & to our romance &,,,,
carly simon,nobody does it better,nobody does it better makes me feel sad for the rest & nobody does it half as good as you & baby youre the best & i wasnt lookin but somehow you found me & i tried to hide from your love light & but like heaven above me the spy who loved me & is keepin all my secrets safe tonight & nobody does it better sometimes i wish someone could & nobody does it quite the way you do & did you have to be so good & the way that you hold me whenever you hold me & theres some kind of magic inside you & that keeps me from runnin but just keep it comin & howd you learn to do the things you do & and nobody does it better & makes me feel sad for the rest & nobody does it half as good as you &,,,,
carly simon,mockingbird,everybody have you heard & hes gonna buy me a mockingbird & and if that mockingbird wont sing & hes gonna buy me a diamond ring & and if that diamond ring wont shine & hes gonna surely break this heart of mine & and thats why i keep on tellin evrybody sayin & wo wo wo wo wo & hear me now and understand & hes gonna find me some peace of mind & and if that peace of mind wont stay & im gonna find myself a better way & and if that better way aint so & i i ill ride with the tide and go with the flow & and thats why i keep on shoutin in your ear sayin & wo wo wo wo wo & everybody have you heard & shes gonna buy me a mockingbird & and if that mockingbird wont sing & shes gonna buy me a diamond ring & and if that diamond ring wont shine & shes gonna surely break this heart of mine & and thats why i keep on tellin evrybody sayin no no no nono & listen now and understand & shes gonna find me some peace of mind & and if that peace of mind wont stay & im gonna find myself a better way & i might rise above  i might go below & i i ill ride with the tide and go with the flow & and thats why i keep on shoutin in your ears yall & no no no no no no now now baby &,,,,
frankie avalon,venus,hey venus oh venus & venus if you will & please send a little girl for me to thrill & a girl who wants my kisses and my arms & a girl with all the charms of you & venus make her fair & a lovely girl with sunlight in her hair & and take the brightest stars up in the skies & and place them in her eyes for me & venus goddess of love that you are & surely the things i ask & cant be too great a task & venus if you do & i promise that i always will be true & ill give her all the love i have to give & as long as we both shall live & venus goddess of love that you are & surely the things i ask & cant be too great a task & venus if you do & i promise that i always will be true & ill give her all the love i have to give & as long as we both shall live & hey venus oh venus & make my wish come true &,,,,
bo diddley,bo diddley,bo diddley bought his babe a diamond ring & if that diamond ring dont shine & he gonna take it to a private eye & if that private eye cant see & hed better not take the ring from me & bo diddley caught a nanny goat & to make his pretty baby a sunday coat & bo diddley caught a bear cat & to make his pretty baby a sunday hat & mojo come to my house ya black cat bone & take my baby away from home & ugly ask mojo where has he been & up your house and gone again & bo diddley bo diddley have you heard & my pretty baby said she wasnt for it &,,,,
badfinger,come and get it,if you want it here it is come and get it & mm mm mm mm make your mind up fast & if you want it any time i can give it & but youd better hurry cause it may not last & did i hear you say that there must be a catch & will you walk away from a fool and his money & if you want it here it is come and get it & but youd better hurry cause its goin fast & if you want it here it is come and get it & mm mm mm mm make your mind up fast & if you want it any time i can give it & but youd better hurry cause it may not last & did i hear you say that there must be a catch & will you walk away from a fool and his money & sonny & if you want it here it is come and get it & but youd better hurry cause its goin fast & youd better hurry cause its goin fast & ooh ooh ooh ooh ooh & fool and his money & sonny & if you want it here it is come and get it & but youd better hurry cause its goin fast & youd better hurry cause its goin fast & youd better hurry cause its goin fast &,,,,
badfinger,no matter what,no matter what you are & i will always be with you & doesnt matter what you do girl oh girl with you & no matter what you do & i will always be around & wont you tell me what you found girl oh girl wont you & knock down the old brick wall and be a part of it all & nothing to say nothing to see nothing to do & if you would give me all as i would give it to you & nothing would be nothing would be nothing would be & no matter where you go & there will always be a place & cant you see in my face girl oh girl dont you & knock down the old brick wall and be a part of it all & nothing to say nothing to see nothing to do & if you would give me all as i would give it to you & nothing would be nothing would be nothing would be & no matter what you are & i will always be with you & doesnt matter what you do girl oh girl want you & oh girl you girl want you & oh girl you girl want you &,,,,
badfinger,day after day,i remember finding out about you & every day my mind is all around you & looking out from my lonely room day after day & bring it home baby make it soon & i give my love to you & i remember holding you while you sleep & every day i feel the tears that you weep & looking out of my lonely gloom day after day & bring it home baby make it soon & i give my love to you & looking out of my lonely room day after day & bring it home baby make it soon & i give my love to you & i remember finding out about you & every day my mind is all around you & looking out of my lonely gloom day after day & bring it home baby make it soon & i give my love to you &,,,,
badfinger,baby blue,guess i got what i deserve & kept you waiting there too long my love & all that time without a word & didnt know youd think that id forget or id regret & the special love i have for you my baby blue & all the days became so long & did you really think id do you wrong & dixie when i let you go & thought youd realize that i would know i would show & the special love i have for you my baby blue & what can i do what can i say & except that i want you by my side & how can i show you show me a way & dont you know the times i tried & guess thats all i have to say & except the feeling just gets stronger everyday & just one thing before i go & take good care baby let me know let it grow & the special love you have for me my dixie dear &,,,,
faith hill,breathe,i can feel the magic floating in the air & being with you gets me that way & i watch the sunlight dance across your face & and ive never been this swept away & all my thoughts just seem to settle on the breeze & when im lying wrapped up in your arms & the whole world just fades away & the only thing i hear & is the beating of your heart & cause i can feel you breathe & its washing over me & and suddenly im melting into you & theres nothing left to prove & baby all we need is just to be & caught up in the touch & slow and steady rush & baby isnt that the way that loves suppose to be & i can feel you breathe just breathe & in a way i know my heart is waking up & as all the walls come tumbling down & closer than ive ever felt before & and i know and you know & theres no need for words right now & i can feel you breathe & washing over me & and suddenly im melting into you & theres nothing left to prove & baby all we need is just to be & caught up in the touch & slow and steady rush & baby isnt that the way that loves suppose to be & i can feel you breathe just breathe & caught up in the touch & slow and steady rush & baby isnt that the way that loves suppose to be & i can feel you breathe just breathe & i can feel the magic floating in the air & being with you gets me that way &,,,,
atlanta rhythm section,imaginary lover,imaginary lovers & never turn you down & when all the others turn you away & theyre around & its my private pleasure & midnight fantasy & someone to share my & wildest dreams with me & imaginary lover youre mine anytime & imaginary lovers oh yeah & when ordinary lovers & dont feel what you feel & and reallife situations lose their thrill & imaginations unreal & imaginary lover imaginary lover & youre mine anytime & imaginary lovers never disagree & they always care & theyre always there when & you need satisfaction guaranteed & imaginary lover imaginary lover & youre mine all the time & my imaginary lover & youre mine anytime &,,,,
billy ocean,suddenly,i used to think that love was just a fairy tale & until that first hello until that first smile & but if i had to do it all again i wouldnt change a thing & cause this love is everlasting & suddenly life has new meaning to me & theres beauty up above and things we never take notice of & you wake up suddenly youre in love & girl youre everything a man could want and more & one thousand words are not enough to say what i feel inside & holding hands as we walk along the shore & never felt like this before now youre all im living for & each day i pray this love affair would last forever &,,,,
billy ocean,loverboy,i dont know what youve got but it plays with my emotions & i want you so much & darling i want to hold you near & want to whisper sweet and tender in your ear & cant stand the thought of you with somebody else & got to have your love got to have it all to myself & i say yeah yeah yeah yeah & want to be your lover lover & want to be your lover lover lover boy & lover lover & want to be your lover lover lover boy & too far gone its hard to stop & baby youre my dream in motion and i wont give up & teasing me with your fire & my fingers on the trigger & your the one i desire & cause i have this feeling feeling from nobody else & got to have your tenderness all to myself & i say yeah yeah yeah yeah & want to be your lover lover & want to be your lover lover lover boy & lover lover yeah & want to be your lover lover lover boy & and i want you really but the thing is theres nothing i can say & to stop you darling from running running away & wont you stay stay stay yeh & i want to be your love & i want to be your love & i want to be your love & gotta have your love & gonna be your love & and i cant stand it &,,,,
depeche mode,enjoy the silence,words like violence & break the silence & come crashing in & into my little world & painful to me & pierce right through me & cant you understand & oh my little girl & all i ever wanted & all i ever needed & is here in my arms & words are very unnecessary & they can only do harm & vows are spoken & to be broken & feelings are intense & words are trivial & pleasures remain & so does the pain & words are meaningless & and forgettable & all i ever wanted & all i ever needed & is here in my arms & words are very unnecessary & they can only do harm & all i ever wanted & all i ever needed & is here in my arms & words are very unnecessary & they can only do harm & all i ever wanted & all i ever needed & is here in my arms & words are very unnecessary & they can only do harm & enjoy the silence &,,,,
depeche mode,people are people,people are people so why should it be & you and i should get along so awfully & so were different colours & and were different creeds & and different people have different needs & its obvious you hate me & though ive done nothing wrong & i never even met you & so what could i have done & i cant understand & what makes a man & hate another man & help me understand & people are people so why should it be & you and i should get along so awfully & help me understand & now youre punching and youre kicking & and youre shouting at me & im relying on your common decency & so far it hasnt surfaced & but im sure it exists & it just takes a while to travel & from your head to your fist & i cant understand & what makes a man & hate another man & help me understand &,,,,
depeche mode,everything counts,the handshake & seals the contract & from the contracts & theres no turning back & the turning point & of a career & in career being insincere & the holiday & was fun packed & the contract & still intact & the grabbing hands & grab all they can & all for themselves & after all & its a competitive world & everything counts in large amounts & the graph & on the wall & tells the story & of it all & picture it now & see just how & the lies and deceit & gained a little more power & confidence & taken in & by a sun tan & and a grin & the grabbing hands & grab all they can & all for themselves & after all & its a competitive world & everything counts in large amounts & the grabbing hands & grab all they can & everything counts in large amounts &,,,,
depeche mode,enjoy the silence,words like violence & break the silence & come crashing in & into my little world & painful to me & pierce right through me & cant you understand & oh my little girl & all i ever wanted & all i ever needed & is here in my arms & words are very unnecessary & they can only do harm & vows are spoken & to be broken & feelings are intense & words are trivial & pleasures remain & so does the pain & words are meaningless & and forgettable & all i ever wanted & all i ever needed & is here in my arms & words are very unnecessary & they can only do harm & all i ever wanted & all i ever needed & is here in my arms & words are very unnecessary & they can only do harm & all i ever wanted & all i ever needed & is here in my arms & words are very unnecessary & they can only do harm & enjoy the silence &,,,,
depeche mode,master and servant,theres a new game & we like to play you see & a game with added reality & you treat me like a dog & get me down on my knees & we call it master and servant & we call it master and servant & its a lot like life & this play between the sheets & with you on top and me underneath & forget all about equality & lets play master and servant & lets play master and servant & its a lot like life & and thats whats appealing & if you despise that throwaway feeling & from disposable fun & then this is the one & dominations the name of the game & in bed or in life & theyre both just the same & except in one youre fulfilled & at the end of the day & lets play master and servant & lets play master and servant & lets play master and servant & come on master and servant &,,,,
38 special,fantasy girl,lately im learnin & that so many yearnings & are never to be & childhood illusions & merely delusions & of a girl that i see & in my minds eye & i see clearly a vision of how it could be & me and my fantasy girl & hold on to me & be my fantasy girl & dont set me free & now ive had my share & and sometimes i swear & that ive had me enough & you end up in sorrow & broken tomorrows & love can be tough & but my minds eye & sees a vision of true love and how it should be & me and my fantasy girl & hold on to me & be my fantasy girl & dont set me free & be my fantasy & yeah yeah yeah & i see clearly a vision of how it could be & be my fantasy & yeah yeah yeah & yeah yeah & be my fantasy girl & hold on to me & your my fantasy girl & dont set me free & be my fantasy girl & hold on to me & your my fantasy girl & dont set me free & yeah from this fantasy &,,,,
38 special,caught up in you,i never knew thered come a day & when id be sayin to you & dont let this good love slip away & now that we know that its true & dont dont you know the kind of man i am & no said id never fall in love again & but its real and the feeling comes shining through & so caught up in you little girl & and i never did suspect a thing & so caught up in you little girl & that i never want to get myself free & and baby its true & youre the one & who caught me baby you taught me & how good it could be & it took so long to change my mind & i thought that love was a game & i played around enough to find & no two are ever the same & you made me realized the love i missed & so hot love i couldnt quite resist & when its right the light just comes shining through & so caught up in you little girl & youre the one thats got me down on my knees & so caught up in you little girl & that i never want to get myself free & and baby its true & youre the one & who caught me baby you taught me & how good it could be & fill your days and your nights & no need to ever ask me twice oh no & whenever you want me & and if ever comes a day & when you should turn and walk away oh no & i cant live without you & so caught up in you & yeah yeah yeah & and if ever comes a day & when you should turn and walk away oh no & i cant live without you & so caught up in you little girl & youre the one thats got me down on my knees & so caught up in you  little girl & that i never want to get myself free & and baby its true & youre the one & who caught me baby you taught me & how good it could be little girl & youre the one thats got me down on my knees & so caught up in you little girl & that i never want to get myself free & and baby its true & youre the one & who caught me and taught me & you got me so caught up in you &,,,,
cher,shoop shoop song,does he love me i want to know & how can i tell if he loves me so & is it in his eyes & oh no youll be deceived & is it in his sighs & oh no hell make believe & if you want to know if he loves you so & its in his kiss & thats where it is & oh yeah & or is it in his face & oh no thats just his charms & in his warm embrace & oh no thats just his arms & if you want to know if he loves you so & its in his kiss & thats where it is & whoa oh its in his kiss & thats where it is & whoa hug him and squeeze him tight & find out what you want to know & if its love if it really is & its there in his kiss & how about the way he acts & oh no thats not the way & and youre not listenin to all i say & if you wanna know if he loves you so & its in his kiss & thats where it is & oh its in his kiss & thats where it is & whoa hug him and squeeze him tight & find out what you want to know & if its love if it really is & its there in his kiss & how about the way he acts & oh no thats not the way & and youre not listenin to all i say & and if you wanna know if he loves you so & its in his kiss & thats where it is & oh whoa its in his kiss & thats where it is & oh yeah its in his kiss & thats where it is & ooh its in his kiss & thats where it is & its in his kiss & thats where it is & its in his kiss & thats where it is & its in his kiss & thats where it is & its in his kiss & thats where it is & its in his kiss & thats where it is & its in his kiss & thats where it is &,,,,
cher,believe,no matter how hard i try & you keep pushing me aside & and i cant break through & theres no talking to you & its so sad that youre leaving & it takes time to believe it & but after all is said and done & youre gonna be the lonely one & do you believe in life after love & i can feel something inside me say & i really dont think youre strong enough & do you believe in life after love & i can feel something inside me say & i really dont think youre strong enough & what am i supposed to do & sit around and wait for you & well i cant do that & and theres no turning back & i need time to move on & i need a love to feel strong & cause ive got time to think it through & and maybe im too good for you & do you believe in life after love & i can feel something inside me say & i really dont think youre strong enough & do you believe in life after love & i can feel something inside me say & i really dont think youre strong enough & well i know that ill get through this & cause i know that i am strong & i dont need you anymore & i dont need you anymore & i dont need you anymore & no i dont need you anymore & do you believe in life after love & i can feel something inside me say & i really dont think youre strong enough & do you believe in life after love & i can feel something inside me say & i really dont think youre strong enough & do you believe in life after love & i can feel something inside me say & i really dont think youre strong enough & do you believe in life after love & i can feel something inside me say & i really dont think youre strong enough &,,,,
bad english,when i see you smile,sometimes i wonder & how id ever make it through & through this world without having you & i just wouldnt have a clue & cause sometimes it seems & like this worlds closing in on me & and theres no way of breaking free & and then i see you reach for me & sometimes i wanna give up & i wanna give in & i wanna quit the fight & and then i see you baby & and everythings alright & everythings alright & when i see you smile & i can face the world oh oh & you know i can do anything & when i see you smile & i see a ray of light oh oh & i see it shining right through the rain & when i see you smile & baby when i see you smile at me oh yeah & baby theres nothing in this world & that could ever do & what a touch of your hand can do & its like nothing that i ever knew & and when the rain is falling i dont feel it & cause youre here with me now & and one look at you baby & is all ill ever need is all ill ever need & when i see you smile & i can face the world oh oh & you know i can do anything & when i see you smile & i see a ray of light oh oh & i see it shining right through the rain & when i see you smile baby & baby when i see you smile at me & sometimes i wanna give up & i wanna give in & i wanna quit the fight & then one look at you baby & and everythings alright & everythings alright so right & when i see you smile & i can face the world oh oh & you know i can do anything yeah & when i see you smile & i see a ray of light oh oh & i see it shining right through the rain yeah & when i see you smile & yeah i can face the world oh oh & you know i can do anything & when i see you smile oh yeah & baby when i see you smile & smile at me &,,,,
aretha franklin,you make me feel like a natural woman,looking out on the morning rain & i used to feel so uninspired & and when i knew i had to face another day & lord it made me feel so tired & before the day i met you life was so unkind & but youre the key to my peace of mind & cause you make me feel you make me feel & you make me feel like a natural woman & when my soul was in the lostandfound & you came along to claim it & i didnt know just what was wrong with me & till your kiss helped me name it & now im no longer doubtful of what im living for & and if i make you happy i dont need to do more & cause you make me feel you make me feel & you make me feel like a natural woman & oh baby what youve done to me & you make me feel so good inside & and i just want to be close to you & you make me feel so alive & you make me feel you make me feel & you make me feel like a natural woman & you make me feel you make me feel & you make me feel like a natural woman & you make me feel you make me feel &,,,,
aretha franklin,respect,what you want & baby i got it & what you need & do you know i got it & all im askin & is for a little respect when you get home (just a little bit) & hey baby (just a little bit) when you get home & (just a little bit) mister (just a little bit) & i aint gonna do you wrong while youre gone & aint gonna do you wrong cause i dont wanna & all im askin & is for a little respect when you come home (just a little bit) & baby (just a little bit) when you get home (just a little bit) & yeah (just a little bit) & im about to give you all of my money & and all im askin in return honey & is to give me my propers & when you get home (just a just a just a just a) & yeah baby (just a just a just a just a) & when you get home (just a little bit) & yeah (just a little bit) & ooo your kisses & sweeter than honey & and guess what & so is my money & all i want you to do for me & is give it to me when you get home (re re re re) & yeah baby (re re re re) & whip it to me (respect just a little bit) & when you get home now (just a little bit) & respect & find out what it means to me & respect & take care tcb & oh (sock it to me sock it to me sock it to me sock it to me) & a little respect (sock it to me sock it to me sock it to me sock it to me) & whoa babe (just a little bit) & a little respect (just a little bit) & i get tired (just a little bit) & keep on tryin (just a little bit) & youre runnin out of fools (just a little bit) & and i aint lyin (just a little bit) & (re re re re) when you come home & (re re re re) spect & or you might walk in (respect just a little bit) & and find out im gone (just a little bit) & i got to have (just a little bit) & a little respect (just a little bit) &,,,,
